Date,cluster_name,org_name,partner #1_name,partner #2_name,ADMIN1_NAME_ENG,ADMIN2_NAME_UKR,area_type,status_name,ACTIVITY,ACTIVITY_START,ACTIVITY_END,NUMBER_REACHED
01-Feb-16,WASH,XD02856D014B490C5,XD387F9CEEDBDA129,,Donetska,Селидове,GCA,Completed,Distribution of hygine items/kits,01-Feb-16,03-Mar-16,206
01-Feb-16,WASH,XD02856D014B490C5,XD387F9CEEDBDA129,,Donetska,Селидове,GCA,Completed,Distribution of hygine items/kits,01-Feb-16,03-Mar-16,896
01-Feb-16,WASH,XD02856D014B490C5,XD387F9CEEDBDA129,,Donetska,Мар'їнський,GCA,Completed,Distribution of hygine items/kits,21-Jan-16,29-Feb-16,1662
01-Feb-16,WASH,XD02856D014B490C5,XD387F9CEEDBDA129,,Donetska,Дзержинськ,GCA,Completed,Distribution of hygine items/kits,02-Feb-16,04-Mar-16,212
01-Feb-16,WASH,XD02856D014B490C5,XD387F9CEEDBDA129,,Donetska,,GCA,Completed,Distribution of hygine items/kits,01-Feb-16,03-Mar-16,142
01-Feb-16,WASH,XD02856D014B490C5,XD387F9CEEDBDA129,,Donetska,,GCA,Completed,Distribution of hygine items/kits,02-Feb-16,04-Mar-16,378
01-Feb-16,WASH,XD02856D014B490C5,XD387F9CEEDBDA129,,Luhanska,Сватівський,GCA,Completed,Hygiene promotion,01-Jan-16,,212
01-Feb-16,WASH,XD02856D014B490C5,XD387F9CEEDBDA129,,Donetska,Краматорськ,GCA,Ongoing,Hygiene promotion,01-Jan-16,,15000
01-Feb-16,WASH,XD02856D014B490C5,XD387F9CEEDBDA129,,Donetska,Краматорськ,GCA,Ongoing,Hygiene promotion,01-Jan-16,,7000
01-Feb-16,WASH,XD02856D014B490C5,XD387F9CEEDBDA129,,Luhanska,Рубіжне,GCA,Completed,Distribution of hygine items/kits,02-Feb-16,04-Mar-16,381
01-Jan-16,Livelihoods,XC6E1EBE7BF47C7A5,,,Donetska,Артемівськ,GCA,Ongoing,Other,,,199
01-Jan-16,Livelihoods,XC6E1EBE7BF47C7A5,,,Donetska,Краматорськ,GCA,Ongoing,Other,,,0
01-Jan-16,Livelihoods,XC6E1EBE7BF47C7A5,,,Donetska,Добропілля,GCA,Ongoing,Other,,,0
01-Jan-16,Livelihoods,XC6E1EBE7BF47C7A5,,,Donetska,Костянтинівка,GCA,Ongoing,Other,,,0
01-Jan-16,Livelihoods,XC6E1EBE7BF47C7A5,,,Donetska,Дружківка,GCA,Ongoing,Other,,,0
01-Jan-16,Livelihoods,XC6E1EBE7BF47C7A5,,,Donetska,Слов'янськ,GCA,Ongoing,Other,,,0
01-Jan-16,Livelihoods,XC6E1EBE7BF47C7A5,,,Donetska,Красний Лиман,GCA,Ongoing,Other,,,0
01-Jan-16,Livelihoods,XC6E1EBE7BF47C7A5,,,Donetska,Димитров,GCA,Ongoing,Other,,,0
01-Jan-16,Livelihoods,XC6E1EBE7BF47C7A5,,,Donetska,Дзержинськ,GCA,Ongoing,Other,,,0
01-Jan-16,Livelihoods,XC6E1EBE7BF47C7A5,,,Luhanska,Кремінський,GCA,Ongoing,Other,,,0
01-Feb-16,Education,XD387F9CEEDBDA129,,,Donetska,Артемівськ,GCA,Ongoing,Emergency repairs to educational infrastructure inclusive of WASH,01-Mar-15,,337
01-Feb-16,Education,XD387F9CEEDBDA129,,,Donetska,Костянтинівка,GCA,Ongoing,Emergency repairs to educational infrastructure inclusive of WASH,01-Mar-15,,646
01-Feb-16,Education,XD387F9CEEDBDA129,,,Donetska,Краматорськ,GCA,Ongoing,Emergency repairs to educational infrastructure inclusive of WASH,01-Mar-15,,4092
01-Feb-16,Education,XD387F9CEEDBDA129,,,Donetska,Красний Лиман,GCA,Ongoing,Emergency repairs to educational infrastructure inclusive of WASH,01-Mar-15,,781
01-Jan-16,Education,X1DD398AB29EBE57E,,,Zaporizka,Бердянськ,GCA,Ongoing,"Catch-up classes, summer camps",11-Jan-15,31-Mar-16,92
01-Jan-16,Education,X1DD398AB29EBE57E,,,Dnipropetrovska,Межівський,GCA,Ongoing,"Catch-up classes, summer camps",10-Nov-15,31-Mar-16,1055
01-Jan-16,Education,X1DD398AB29EBE57E,,,Zaporizka,Мелітополь,GCA,Ongoing,Development of ECCD units,23-Dec-15,31-Mar-16,29
01-Jan-16,Education,X1DD398AB29EBE57E,,,Zaporizka,Бердянськ,GCA,Ongoing,"Catch-up classes, summer camps",12-Jan-15,31-Mar-16,255
01-Jan-16,Education,X1DD398AB29EBE57E,,,Dnipropetrovska,Межівський,GCA,Ongoing,"Catch-up classes, summer camps",12-Jan-15,31-Mar-16,30
01-Jan-16,Education,X1DD398AB29EBE57E,,,Donetska,Артемівськ,GCA,Completed,Capacity building for teachers,21-Jan-16,28-Feb-16,26
01-Jan-16,Education,X1DD398AB29EBE57E,,,Donetska,Слов'янськ,GCA,Completed,Capacity building for teachers,19-Jan-16,01-Feb-16,6
01-Jan-16,Education,X952AD0C22F21BA0,,,Luhanska,Станично-Луганський,GCA,Completed,Emergency repairs to educational infrastructure inclusive of WASH,24-Nov-15,22-Jan-16,240
01-Jan-16,Education,X952AD0C22F21BA0,,,Luhanska,Новоайдарський,GCA,Completed,Emergency repairs to educational infrastructure inclusive of WASH,11-Jan-15,11-Jan-16,42
01-Jan-16,Education,XD02856D014B490C5,,,Kyiv,,GCA,Ongoing,"Catch-up classes, summer camps",01-Nov-15,31-May-16,144
01-Jan-16,Education,X87BF7064E928A214,,,Kharkivska,Харків,GCA,Ongoing,"Catch-up classes, summer camps",01-Oct-15,,949
01-Jan-16,Education,X18683D9F720583B,,,Kharkivska,Харків,GCA,Planned,"Catch-up classes, summer camps",01-Jan-16,,3000
01-Jan-16,Education,X2E3BB1B1B4CF5FA9,,,Kyiv,,GCA,Planned,Children benefitting from learning materials,01-Jan-16,31-Dec-16,300
01-Jan-16,Education,X2E3BB1B1B4CF5FA9,,,Lvivska,Львів,GCA,Planned,Children benefitting from learning materials,01-Jan-16,31-Dec-16,150
01-Jan-16,Education,X2E3BB1B1B4CF5FA9,,,Khersonska,Херсон,GCA,Planned,Children benefitting from learning materials,01-Jan-16,31-Dec-16,150
01-Jan-16,Education,X2E3BB1B1B4CF5FA9,,,Kyiv,,GCA,Planned,"Catch-up classes, summer camps",01-Jan-16,31-Dec-16,500
01-Jan-16,Education,XD387F9CEEDBDA129,,,Kharkivska,,GCA,Planned,Emergency repairs to educational infrastructure inclusive of WASH,26-Jan-16,,1500
01-Jan-16,Education,XD387F9CEEDBDA129,,,Donetska,,GCA,Planned,Capacity building of parents/caregivers,26-Jan-16,,2000
01-Jan-16,Education,XD387F9CEEDBDA129,,,Luhanska,,GCA,Planned,Capacity building of parents/caregivers,26-Jan-16,,2000
01-Jan-16,Education,XD387F9CEEDBDA129,,,Dnipropetrovska,,GCA,Planned,Capacity building of parents/caregivers,26-Jan-16,,2000
01-Jan-16,Education,XD387F9CEEDBDA129,,,Zaporizka,,GCA,Planned,Capacity building of parents/caregivers,26-Jan-16,,2000
01-Jan-16,Education,XD387F9CEEDBDA129,,,Kharkivska,,GCA,Planned,Capacity building of parents/caregivers,26-Jan-16,,2000
01-Jan-16,Education,XD387F9CEEDBDA129,,,Donetska,,GCA,Planned,Capacity building of parents/caregivers,26-Jan-16,,200
01-Jan-16,Education,XD387F9CEEDBDA129,,,Luhanska,,GCA,Planned,Capacity building of parents/caregivers,26-Jan-16,,200
01-Jan-16,Education,XD387F9CEEDBDA129,,,Dnipropetrovska,,GCA,Planned,Capacity building of parents/caregivers,26-Jan-16,,200
01-Jan-16,Education,XD387F9CEEDBDA129,,,Zaporizka,,GCA,Planned,Capacity building of parents/caregivers,26-Jan-16,,200
01-Jan-16,Education,XD387F9CEEDBDA129,,,Kharkivska,,GCA,Planned,Capacity building of parents/caregivers,26-Jan-16,,200
01-Jan-16,Education,XD387F9CEEDBDA129,,,Donetska,,GCA,Ongoing,Life skills education and improve resilience,01-Jan-16,,10648
01-Jan-16,Education,XD387F9CEEDBDA129,,,Luhanska,,GCA,Ongoing,Life skills education and improve resilience,01-Jan-16,,10648
01-Jan-16,Education,XD387F9CEEDBDA129,,,Dnipropetrovska,,GCA,Ongoing,Life skills education and improve resilience,01-Jan-16,,10648
01-Jan-16,Education,XD387F9CEEDBDA129,,,Kharkivska,,GCA,Ongoing,Life skills education and improve resilience,01-Jan-16,,10648
01-Jan-16,Education,XD387F9CEEDBDA129,,,Zaporizka,,GCA,Ongoing,Life skills education and improve resilience,01-Jan-16,,10648
01-Jan-16,Education,XAD8F78ED0E646EC0,,,Kharkivska,Харків,GCA,Ongoing,"Catch-up classes, summer camps",13-Jan-16,31-Mar-16,234
01-Jan-16,Education,X7EA881CAA42FECA0,,,Kharkivska,Харків,GCA,Ongoing,Development of ECCD units,01-Dec-15,01-Sep-16,638
01-Jan-16,Education,X7EA881CAA42FECA0,,,Kharkivska,Харків,GCA,Completed,"Catch-up classes, summer camps",01-Jan-16,01-Feb-16,252
01-Jan-16,Education,X7EA881CAA42FECA0,,,Kharkivska,Чугуїв,GCA,Ongoing,"Catch-up classes, summer camps",01-Dec-15,01-Sep-16,248
01-Jan-16,Education,X952AD0C22F21BA0,,,Luhanska,Станично-Луганський,GCA,Completed,Emergency repairs to educational infrastructure inclusive of WASH,21-Jan-16,29-Jan-16,68
01-Jan-16,Education,X952AD0C22F21BA0,,,Luhanska,Попаснянський,GCA,Completed,Emergency repairs to educational infrastructure inclusive of WASH,24-Jan-16,24-Jan-16,194
01-Jan-16,Food Security,X341E9820BEB99CBB,,,Donetska,Артемівський,GCA,Completed,Provision of agriculture inputs,,,
01-Jan-16,Food Security,X341E9820BEB99CBB,,,Donetska,Артемівський,GCA,Completed,Provision of agriculture inputs,,,
01-Jan-16,Food Security,X341E9820BEB99CBB,,,Donetska,Артемівський,GCA,Completed,Provision of agriculture inputs,,,
01-Jan-16,Food Security,X341E9820BEB99CBB,,,Donetska,Артемівський,GCA,Completed,Provision of agriculture inputs,,,
01-Jan-16,Food Security,X341E9820BEB99CBB,,,Donetska,Артемівський,GCA,Completed,Provision of agriculture inputs,,,
01-Jan-16,Food Security,X341E9820BEB99CBB,,,Donetska,Артемівський,GCA,Completed,Provision of agriculture inputs,,,
01-Jan-16,Food Security,X341E9820BEB99CBB,,,Donetska,Артемівський,GCA,Completed,Provision of agriculture inputs,,,
01-Jan-16,Food Security,X341E9820BEB99CBB,,,Donetska,Артемівський,GCA,Completed,Provision of agriculture inputs,,,
01-Jan-16,Food Security,X341E9820BEB99CBB,,,Donetska,Волноваський,GCA,Completed,Provision of agriculture inputs,,,
01-Jan-16,Food Security,X341E9820BEB99CBB,,,Donetska,Волноваський,GCA,Completed,Provision of agriculture inputs,,,
01-Jan-16,Food Security,X341E9820BEB99CBB,,,Donetska,Волноваський,GCA,Completed,Provision of agriculture inputs,,,
01-Jan-16,Food Security,X341E9820BEB99CBB,,,Donetska,Дзержинськ,GCA,Completed,Provision of agriculture inputs,,,
01-Jan-16,Food Security,X341E9820BEB99CBB,,,Donetska,Дзержинськ,GCA,Completed,Provision of agriculture inputs,,,
01-Jan-16,Food Security,X341E9820BEB99CBB,,,Luhanska,Попаснянський,GCA,Completed,Provision of agriculture inputs,,,
01-Jan-16,Food Security,X341E9820BEB99CBB,,,Luhanska,Станично-Луганський,GCA,Completed,Provision of agriculture inputs,,,
01-Jan-16,Food Security,X341E9820BEB99CBB,,,Luhanska,Станично-Луганський,GCA,Completed,Provision of agriculture inputs,,,
01-Jan-16,Food Security,X341E9820BEB99CBB,,,Kharkivska,Вовчанський,GCA,Ongoing,Other,,,
01-Jan-16,Food Security,X341E9820BEB99CBB,,,Kharkivska,Зачепилівський,GCA,Ongoing,Other,,,
01-Jan-16,Food Security,X341E9820BEB99CBB,,,Kharkivska,Харківський,GCA,Ongoing,Other,,,
01-Jan-16,Food Security,X341E9820BEB99CBB,,,Kharkivska,Харківський,GCA,Ongoing,Other,,,
01-Jan-16,Food Security,X341E9820BEB99CBB,,,Kharkivska,Харківський,GCA,Ongoing,Other,,,
01-Jan-16,Food Security,XC6E1EBE7BF47C7A5,,,Donetska,Селидове,GCA,Ongoing,Other,,,
01-Jan-16,Food Security,XC6E1EBE7BF47C7A5,,,Donetska,,GCA,Ongoing,Other,,,
01-Jan-16,Food Security,XC6E1EBE7BF47C7A5,,,Donetska,Артемівський,GCA,Ongoing,Other,,,
01-Jan-16,Food Security,XEBDA9D72F79D8AB0,,,Donetska,Горлівка,GCA,Ongoing,Other,,,
01-Jan-16,Food Security,XFD486E9847165055,,,Donetska,Добропілля,GCA,Ongoing,Other,,,
01-Jan-16,Food Security,XFD486E9847165055,,,Donetska,Красноармійськ,GCA,Ongoing,Other,,,
01-Jan-16,Food Security,XFD486E9847165055,,,Donetska,Красний Лиман,GCA,Ongoing,Other,,,
01-Jan-16,Food Security,XFD486E9847165055,,,Donetska,Слов'янський,GCA,Ongoing,Other,,,
01-Jan-16,Food Security,XFD486E9847165055,,,Donetska,Артемівський,GCA,Ongoing,Other,,,
01-Jan-16,Food Security,XFD486E9847165055,,,Donetska,Горлівка,GCA,Ongoing,Other,,,
01-Jan-16,Food Security,XFD486E9847165055,,,Donetska,Красноармійськ,GCA,Ongoing,Other,,,
01-Jan-16,Food Security,XFD486E9847165055,,,Donetska,,GCA,Ongoing,Other,,,
01-Feb-16,Education,XD387F9CEEDBDA129,,,Donetska,Маріуполь,GCA,Ongoing,Children benefitting from learning materials,26-Jan-16,,20000
01-Feb-16,Education,XD387F9CEEDBDA129,,,Kharkivska,Харків,GCA,Ongoing,Children benefitting from learning materials,26-Jan-16,,450
01-Feb-16,Education,XD387F9CEEDBDA129,,,Donetska,,GCA,Planned,Emergency repairs to educational infrastructure inclusive of WASH,26-Jan-16,,1000
01-Feb-16,Education,XD387F9CEEDBDA129,,,Donetska,,GCA,Planned,Emergency repairs to educational infrastructure inclusive of WASH,26-Jan-16,,1500
01-Feb-16,Education,XD387F9CEEDBDA129,,,Luhanska,,GCA,Planned,Emergency repairs to educational infrastructure inclusive of WASH,26-Jan-16,,1500
01-Feb-16,Education,XD387F9CEEDBDA129,,,Dnipropetrovska,,GCA,Planned,Emergency repairs to educational infrastructure inclusive of WASH,26-Jan-16,,1500
01-Feb-16,Education,XD387F9CEEDBDA129,,,Zaporizka,,GCA,Planned,Emergency repairs to educational infrastructure inclusive of WASH,26-Jan-16,,1500
01-Feb-16,Education,XD387F9CEEDBDA129,,,Kharkivska,,GCA,Planned,Emergency repairs to educational infrastructure inclusive of WASH,26-Jan-16,,1500
01-Feb-16,Education,XD387F9CEEDBDA129,,,Donetska,,GCA,Planned,Capacity building of parents/caregivers,26-Jan-16,,2000
01-Feb-16,Education,XD387F9CEEDBDA129,,,Luhanska,,GCA,Planned,Capacity building of parents/caregivers,26-Jan-16,,2000
01-Feb-16,Education,XD387F9CEEDBDA129,,,Dnipropetrovska,,GCA,Planned,Capacity building of parents/caregivers,26-Jan-16,,2000
01-Feb-16,Education,XD387F9CEEDBDA129,,,Zaporizka,,GCA,Planned,Capacity building of parents/caregivers,26-Jan-16,,2000
01-Feb-16,Education,XD387F9CEEDBDA129,,,Kharkivska,,GCA,Planned,Capacity building of parents/caregivers,26-Jan-16,,2000
01-Feb-16,Education,XD387F9CEEDBDA129,,,Donetska,,GCA,Planned,Capacity building of parents/caregivers,26-Jan-16,,200
