Date,cluster_name,org_name,partner #1_name,partner #2_name,ADMIN1_NAME_ENG,ADMIN2_NAME_UKR,area_type,status_name,ACTIVITY,ACTIVITY_START,ACTIVITY_END,NUMBER_REACHED
01-Jan-16,Protection,Danish Refugee Council,Danish Refugee Council,,Chernihivska,,GCA,Ongoing,Other,01-Apr-15,31-Dec-15,0
01-Jan-16,Protection,Danish Refugee Council,Danish Refugee Council,,Chernihivska,,GCA,Ongoing,Other,01-Apr-15,31-Dec-15,0
01-Jan-16,Protection,Danish Refugee Council,Danish Refugee Council,,Chernihivska,,GCA,Ongoing,Other,01-Apr-15,31-Dec-15,0
01-Jan-16,Protection,Danish Refugee Council,Danish Refugee Council,,Chernihivska,,GCA,Ongoing,Other,01-Apr-15,31-Dec-15,0
01-Jan-16,Protection,Danish Refugee Council,Danish Refugee Council,,Chernihivska,,GCA,Ongoing,Other,01-Apr-15,31-Dec-15,0
01-Jan-16,Protection,Danish Refugee Council,Danish Refugee Council,,Chernihivska,,GCA,Ongoing,Other,01-Apr-15,31-Dec-15,0
01-Jan-16,Protection,Danish Refugee Council,Danish Refugee Council,,Chernihivska,,GCA,Ongoing,Other,01-Apr-15,31-Dec-15,0
01-Jan-16,Protection,Danish Refugee Council,Danish Refugee Council,,Chernihivska,,GCA,Ongoing,Other,01-Apr-15,31-Dec-15,0
01-Jan-16,Protection,Danish Refugee Council,Danish Refugee Council,,Chernihivska,,GCA,Ongoing,Advocacy interventions,01-Apr-15,31-Dec-15,0
01-Jan-16,Protection,Danish Refugee Council,Danish Refugee Council,,Chernihivska,,GCA,Ongoing,Advocacy interventions,01-Apr-15,31-Dec-15,0
01-Jan-16,Protection,Danish Refugee Council,Danish Refugee Council,,Chernihivska,,GCA,Ongoing,Human rights monitoring and protection monitoring,01-Apr-15,31-Dec-15,0
01-Jan-16,Protection,Danish Refugee Council,Danish Refugee Council,,Chernihivska,,GCA,Ongoing,Human rights monitoring and protection monitoring,01-Apr-15,31-Dec-15,0
01-Jan-16,Protection,Goreniye,,,Chernihivska,,GCA,Planned,Other,,,0
01-Jan-16,Protection,Right to Protection,Danish Refugee Council,,Chernihivska,,GCA,Ongoing,Legal aid/counseling,,,549
01-Jan-16,Protection,Crimea SOS,,,Chernivetska,Чернівці,GCA,Planned,Legal aid/counseling,02-Jan-16,31-Dec-16,0
01-Jan-16,Protection,Right to Protection,Danish Refugee Council,,Chernivetska,,GCA,Ongoing,Other,,,17
01-Jan-16,Protection,Right to Protection,Danish Refugee Council,,Chernivetska,,GCA,Ongoing,Human rights monitoring and protection monitoring,,,70
01-Jan-16,Protection,Right to Protection,,,Dnipropetrovska,Дніпропетровськ,GCA,Planned,Legal aid/counseling,02-Jan-16,31-Dec-16,5000
01-Jan-16,Protection,Caritas Ukraine,,,Dnipropetrovska,,GCA,Ongoing,Other,,,0
01-Jan-16,Protection,Danish Refugee Council,,,Dnipropetrovska,,GCA,Completed,Other,01-Apr-15,30-Sep-15,0
01-Jan-16,Protection,Danish Refugee Council,,,Dnipropetrovska,,GCA,Completed,Other,01-Apr-15,30-Sep-15,0
01-Jan-16,Protection,Danish Refugee Council,,,Dnipropetrovska,Дніпропетровськ,GCA,Completed,Other,01-Nov-14,30-Apr-15,0
01-Jan-16,Protection,Danish Refugee Council,,,Dnipropetrovska,Дніпропетровськ,GCA,Completed,Other,01-Nov-14,30-Apr-15,0
01-Jan-16,Protection,Danish Refugee Council,,,Dnipropetrovska,Криничанський,GCA,Completed,Other,01-Nov-14,30-Apr-15,0
01-Jan-16,Protection,Danish Refugee Council,,,Dnipropetrovska,Магдалинівський,GCA,Completed,Other,01-Nov-14,30-Apr-15,0
01-Jan-16,Protection,Danish Refugee Council,,,Dnipropetrovska,Першотравенськ,GCA,Completed,Other,01-Nov-14,30-Apr-15,0
01-Jan-16,Protection,Danish Refugee Council,,,Dnipropetrovska,Петриківський,GCA,Completed,Other,01-Nov-14,30-Apr-15,0
01-Jan-16,Protection,Danish Refugee Council,,,Dnipropetrovska,Солонянський,GCA,Completed,Other,01-Nov-14,30-Apr-15,0
01-Jan-16,Protection,Danish Refugee Council,,,Dnipropetrovska,Синельниківський,GCA,Completed,Other,01-Nov-14,30-Apr-15,0
01-Jan-16,Protection,Danish Refugee Council,,,Dnipropetrovska,Царичанський,GCA,Completed,Other,01-Nov-14,30-Apr-15,0
01-Jan-16,Protection,Danish Refugee Council,,,Dnipropetrovska,Верхньодніпровський,GCA,Completed,Other,01-Nov-14,30-Apr-15,0
01-Jan-16,Protection,Danish Refugee Council,,,Dnipropetrovska,,GCA,Completed,Other,01-Apr-15,30-Sep-15,0
01-Jan-16,Protection,Danish Refugee Council,Danish Refugee Council,,Dnipropetrovska,,GCA,Ongoing,Other,01-Apr-15,31-Dec-15,0
01-Jan-16,Protection,Danish Refugee Council,Danish Refugee Council,,Dnipropetrovska,,GCA,Ongoing,Other,01-Apr-15,31-Dec-15,0
01-Jan-16,Protection,Danish Refugee Council,Danish Refugee Council,,Dnipropetrovska,,GCA,Ongoing,Other,01-Apr-15,31-Dec-15,0
01-Jan-16,Protection,Danish Refugee Council,Danish Refugee Council,,Dnipropetrovska,,GCA,Ongoing,Other,01-Apr-15,31-Dec-15,0
01-Jan-16,Protection,Danish Refugee Council,,,Dnipropetrovska,,GCA,Ongoing,Other,01-May-15,31-Mar-16,0
01-Jan-16,Protection,Danish Refugee Council,Danish Refugee Council,,Dnipropetrovska,,GCA,Ongoing,Other,01-Apr-15,31-Dec-15,0
01-Jan-16,Protection,Danish Refugee Council,,,Dnipropetrovska,,GCA,Ongoing,Other,01-May-15,31-Mar-16,0
01-Jan-16,Protection,Danish Refugee Council,Danish Refugee Council,,Dnipropetrovska,,GCA,Ongoing,Advocacy interventions,01-Apr-15,31-Dec-15,0
01-Jan-16,Protection,Danish Refugee Council,Danish Refugee Council,,Dnipropetrovska,,GCA,Ongoing,Human rights monitoring and protection monitoring,01-Apr-15,31-Dec-15,0
01-Jan-16,Protection,Danish Refugee Council,,,Dnipropetrovska,,GCA,Planned,Other,,01-Sep-15,0
01-Jan-16,Protection,Danish Refugee Council,,,Dnipropetrovska,,GCA,Planned,Other,,01-Sep-15,0
01-Jan-16,Protection,Danish Refugee Council,,,Dnipropetrovska,,GCA,Planned,Other,,01-Sep-15,0
01-Jan-16,Protection,Dnipropetrovsk Psychological Service,,,Dnipropetrovska,Дніпропетровськ,GCA,Ongoing,Other,,,0
01-Jan-16,Protection,Dopomoga Dnipra,,,Dnipropetrovska,,GCA,Ongoing,Other,,,0
01-Jan-16,Protection,Dopomoga Dnipra,,,Dnipropetrovska,,GCA,Ongoing,Other,,,0
01-Jan-16,Protection,Goreniye,,,Dnipropetrovska,,GCA,Completed,Advocacy interventions,01-Oct-14,05-Dec-14,200
01-Jan-16,Protection,Goreniye,,,Dnipropetrovska,,GCA,Completed,Human rights monitoring and protection monitoring,01-Dec-14,28-Feb-15,
01-Jan-16,Protection,Goreniye,,,Dnipropetrovska,,GCA,Completed,Support to Durable solutions ,,,
01-Jan-16,Protection,Goreniye,,,Dnipropetrovska,,GCA,Completed,Support to Durable solutions ,07-Jan-14,30-Mar-15,0
01-Jan-16,Protection,Goreniye,,,Dnipropetrovska,,GCA,Completed,Support to Durable solutions ,,,0
01-Jan-16,Protection,Goreniye,,,Dnipropetrovska,Дніпродзержинськ,GCA,Ongoing,Other,,,0
01-Jan-16,Protection,Goreniye,,,Dnipropetrovska,Дніпропетровськ,GCA,Ongoing,Other,,,0
01-Jan-16,Protection,Goreniye,,,Dnipropetrovska,Нікополь,GCA,Ongoing,Other,,,0
01-Jan-16,Protection,Goreniye,,,Dnipropetrovska,Новомосковський,GCA,Ongoing,Other,,,0
01-Jan-16,Protection,Goreniye,,,Dnipropetrovska,Павлоградський,GCA,Ongoing,Other,,,0
01-Jan-16,Protection,Goreniye,,,Dnipropetrovska,Першотравенськ,GCA,Ongoing,Other,,,0
01-Jan-16,Protection,Goreniye,,,Dnipropetrovska,Петриківський,GCA,Ongoing,Other,,,0
01-Jan-16,Protection,Goreniye,,,Dnipropetrovska,Синельниківський,GCA,Ongoing,Other,,,0
01-Jan-16,Protection,Goreniye,,,Dnipropetrovska,Тернівка,GCA,Ongoing,Other,,,0
01-Jan-16,Protection,Goreniye,,,Dnipropetrovska,Юр'ївський,GCA,Ongoing,Other,,,0
01-Jan-16,Protection,Goreniye,,,Dnipropetrovska,Жовті Води,GCA,Ongoing,Other,,,0
01-Jan-16,Protection,Goreniye,,,Dnipropetrovska,,GCA,Ongoing,Other,,,0
01-Jan-16,Protection,Goreniye,,,Dnipropetrovska,,GCA,Ongoing,Other,,,0
01-Jan-16,Protection,Goreniye,,,Dnipropetrovska,,GCA,Ongoing,Human rights monitoring and protection monitoring,06-Feb-15,31-Dec-15,82
01-Jan-16,Protection,Goreniye,,,Dnipropetrovska,,GCA,Ongoing,Support to Durable solutions ,01-Jul-14,,
01-Jan-16,Protection,Goreniye,,,Dnipropetrovska,,GCA,Ongoing,Support to Durable solutions ,,,0
01-Jan-16,Protection,Goreniye,,,Dnipropetrovska,,GCA,Planned,Other,20-Apr-15,20-Jul-15,
01-Jan-16,Protection,Goreniye,,,Dnipropetrovska,,GCA,Planned,Other,05-Jan-15,31-Dec-15,
01-Jan-16,Protection,Goreniye,,,Dnipropetrovska,,GCA,Planned,Other,05-Jan-15,31-Dec-15,400
01-Jan-16,Protection,Goreniye,,,Dnipropetrovska,Кривий Ріг,GCA,Planned,Other,,,0
01-Jan-16,Protection,National Protection Headquarters (United volunteer's centre),,,Dnipropetrovska,,GCA,Ongoing,Other,,,0
01-Jan-16,Protection,National Protection Headquarters (United volunteer's centre),,,Dnipropetrovska,Дніпропетровськ,GCA,Ongoing,Other,,,0
01-Jan-16,Protection,Promin,,,Dnipropetrovska,Дніпродзержинськ,GCA,Ongoing,Other,,,0
01-Jan-16,Protection,Promin,,,Dnipropetrovska,Дніпропетровськ,GCA,Ongoing,Other,,,0
01-Jan-16,Protection,Promin,,,Dnipropetrovska,Кривий Ріг,GCA,Ongoing,Other,,,0
01-Jan-16,Protection,Promin,,,Dnipropetrovska,Магдалинівський,GCA,Ongoing,Other,,,0
01-Jan-16,Protection,Promin,,,Dnipropetrovska,Нікополь,GCA,Ongoing,Other,,,0
01-Jan-16,Protection,Promin,,,Dnipropetrovska,Нікопольський,GCA,Ongoing,Other,,,0
01-Jan-16,Protection,Promin,,,Dnipropetrovska,Новомосковський,GCA,Ongoing,Other,,,0
01-Jan-16,Protection,Promin,,,Dnipropetrovska,Новомосковський,GCA,Ongoing,Other,,,0
01-Jan-16,Protection,Promin,,,Dnipropetrovska,Павлоградський,GCA,Ongoing,Other,,,0
01-Jan-16,Protection,Promin,,,Dnipropetrovska,Павлоградський,GCA,Ongoing,Other,,,0
01-Jan-16,Protection,Promin,,,Dnipropetrovska,Синельникове,GCA,Ongoing,Other,,,0
01-Jan-16,Protection,Promin,,,Dnipropetrovska,Синельниківський,GCA,Ongoing,Other,,,0
01-Jan-16,Protection,Promin,,,Dnipropetrovska,Васильківський,GCA,Ongoing,Other,,,0
01-Jan-16,Protection,Right to Protection,Danish Refugee Council,,Dnipropetrovska,,GCA,Ongoing,Other,,,142
01-Jan-16,Protection,Right to Protection,Danish Refugee Council,,Dnipropetrovska,,GCA,Ongoing,Legal aid/counseling,,,4445
01-Jan-16,Protection,Right to Protection,Danish Refugee Council,,Dnipropetrovska,,GCA,Ongoing,Human rights monitoring and protection monitoring,,,413
01-Jan-16,Protection,Right to Protection,Danish Refugee Council,,Dnipropetrovska,,GCA,Ongoing,Other,,,357
01-Jan-16,Protection,The Office of the United Nations High Commissioner for Human Rights,,,Dnipropetrovska,Дніпропетровськ,GCA,Ongoing,Other,,,0
01-Jan-16,Protection,The Office of the United Nations High Commissioner for Human Rights,,,Dnipropetrovska,Дніпропетровськ,GCA,Ongoing,Advocacy interventions,,,0
01-Jan-16,Protection,The Office of the United Nations High Commissioner for Human Rights,,,Dnipropetrovska,Дніпропетровськ,GCA,Ongoing,Human rights monitoring and protection monitoring,,,0
01-Jan-16,Protection,United Nations High Comissioner for Refugees,,,Dnipropetrovska,Дніпропетровськ,GCA,Ongoing,Other,,,142
01-Jan-16,Protection,United Nations High Comissioner for Refugees,,,Dnipropetrovska,Дніпропетровськ,GCA,Ongoing,Legal aid/counseling,,,300
01-Jan-16,Protection,United Nations High Comissioner for Refugees,,,Dnipropetrovska,Дніпропетровськ,GCA,Ongoing,Cash assistance,,,750
01-Jan-16,Protection,United Nations High Comissioner for Refugees,,,Dnipropetrovska,Дніпропетровськ,GCA,Ongoing,Cash assistance,,,3825
01-Jan-16,Protection,United Nations High Comissioner for Refugees,,,Dnipropetrovska,Дніпропетровськ,GCA,Ongoing,Establish/strengthen protection referral pathways and legislative FW,,,105
01-Jan-16,Protection,United Nations High Comissioner for Refugees,,,Dnipropetrovska,Дніпропетровськ,GCA,Ongoing,Other,,,100
01-Jan-16,Protection,United Nations High Comissioner for Refugees,,,Dnipropetrovska,Дніпропетровськ,GCA,Ongoing,Other,,,100
01-Jan-16,Protection,United Nations High Comissioner for Refugees,,,Dnipropetrovska,Дніпропетровськ,GCA,Ongoing,Other,,,300
01-Jan-16,Protection,United Nations High Comissioner for Refugees,,,Dnipropetrovska,Дніпропетровськ,GCA,Ongoing,Other,,,45
01-Jan-16,Protection,United Nations High Comissioner for Refugees,,,Dnipropetrovska,Дніпропетровськ,GCA,Ongoing,Advocacy interventions,,,30000
01-Jan-16,Protection,United Nations High Comissioner for Refugees,,,Dnipropetrovska,Дніпропетровськ,GCA,Ongoing,Advocacy interventions,,,72000
01-Jan-16,Protection,United Nations High Comissioner for Refugees,,,Dnipropetrovska,Дніпропетровськ,GCA,Ongoing,Establish/strengthen protection referral pathways and legislative FW,,,72000
01-Jan-16,Protection,United Nations High Comissioner for Refugees,,,Dnipropetrovska,Дніпропетровськ,GCA,Ongoing,Human rights monitoring and protection monitoring,,,500
01-Jan-16,Protection,United Nations High Comissioner for Refugees,,,Dnipropetrovska,Дніпропетровськ,GCA,Ongoing,Human rights monitoring and protection monitoring,,,60
01-Jan-16,Protection,United Nations High Comissioner for Refugees,,,Dnipropetrovska,Дніпропетровськ,GCA,Ongoing,Human rights monitoring and protection monitoring,,,60000
01-Jan-16,Protection,United Nations High Comissioner for Refugees,,,Dnipropetrovska,Дніпропетровськ,GCA,Ongoing,Support to Durable solutions ,,,500
01-Jan-16,Protection,United Nations High Comissioner for Refugees,,,Dnipropetrovska,Дніпропетровськ,GCA,Ongoing,Support to Durable solutions ,,,55
01-Jan-16,Protection,Norwegian Refugee Council,,,Donetska,Дружківка,GCA,Ongoing,Legal aid/counseling,,,2
01-Jan-16,Protection,Norwegian Refugee Council,,,Donetska,Краматорськ,GCA,Ongoing,Legal aid/counseling,,,2
01-Jan-16,Protection,Proliska,,,Donetska,Артемівський,GCA,Completed,Other,01-Jul-15,12-Dec-15,37
01-Jan-16,Protection,Right to Protection,Danish Refugee Council,,Donetska,,GCA,Ongoing,Other,,,285
01-Jan-16,Protection,Right to Protection,Danish Refugee Council,,Donetska,,GCA,Ongoing,Legal aid/counseling,,,2458
01-Jan-16,Protection,Right to Protection,Danish Refugee Council,,Donetska,,GCA,Ongoing,Human rights monitoring and protection monitoring,,,374
01-Jan-16,Protection,Right to Protection,Danish Refugee Council,,Donetska,,GCA,Ongoing,Other,,,27
01-Jan-16,Protection,Save the Children International,,,Donetska,Слов'янськ,GCA,Ongoing,Other,,,0
01-Jan-16,Protection,Slavic Foundation,,,Donetska,Красний Лиман,GCA,Ongoing,Psychosocial support,,,3780
01-Jan-16,Protection,Slavic Foundation,,,Donetska,Слов'янськ,GCA,Ongoing,Psychosocial support,,,5704
01-Jan-16,Protection,Slavic Foundation,,,Donetska,Красний Лиман,GCA,Ongoing,Legal aid/counseling,,,3780
01-Jan-16,Protection,Slavic Foundation,,,Donetska,Слов'янськ,GCA,Ongoing,Legal aid/counseling,,,5704
01-Jan-16,Protection,Slavic Foundation,,,Donetska,Артемівськ,GCA,Ongoing,Information on GBV risk and availability of life-saving services,,,25
01-Jan-16,Protection,Slavic Foundation,,,Donetska,Добропілля,GCA,Ongoing,Information on GBV risk and availability of life-saving services,,,15
01-Jan-16,Protection,Slavic Foundation,,,Donetska,Красний Лиман,GCA,Ongoing,Information on GBV risk and availability of life-saving services,,,115
01-Jan-16,Protection,Slavic Foundation,,,Donetska,Мар'їнський,GCA,Ongoing,Information on GBV risk and availability of life-saving services,,,30
01-Jan-16,Protection,Slavic Foundation,,,Donetska,Слов'янськ,GCA,Ongoing,Information on GBV risk and availability of life-saving services,,,683
01-Jan-16,Protection,Slavic Heart,,,Donetska,Слов'янськ,GCA,Ongoing,Legal aid/counseling,,,0
01-Jan-16,Protection,Sloviansk,,,Donetska,Слов'янський,GCA,Completed,Other,,,2500
01-Jan-16,Protection,Sloviansk,,,Donetska,Слов'янський,GCA,Completed,Other,,,101
01-Jan-16,Protection,Sloviansk,,,Donetska,Слов'янський,GCA,Completed,Other,,,116
01-Jan-16,Protection,Sloviansk,,,Donetska,Слов'янський,GCA,Completed,Other,,,0
01-Jan-16,Protection,Sloviansk,,,Donetska,Слов'янський,GCA,Completed,Other,,,92
01-Jan-16,Protection,Sloviansk,,,Donetska,Слов'янський,GCA,Completed,Psychosocial support,,,162
01-Jan-16,Protection,Sloviansk,,,Donetska,Слов'янський,GCA,Completed,Other,,,194
01-Jan-16,Protection,Sloviansk,,,Donetska,Слов'янський,GCA,Ongoing,Other,,,1757
01-Jan-16,Protection,Sloviansk,,,Donetska,Слов'янський,GCA,Ongoing,Other,,,1
01-Jan-16,Protection,SOS Kramatorsk,,,Donetska,Красноармійськ,GCA,Ongoing,Other,,,0
01-Jan-16,Protection,The Office of the United Nations High Commissioner for Human Rights,,,Donetska,,GCA,Ongoing,Other,,,0
01-Jan-16,Protection,United Nations High Comissioner for Refugees,,,Donetska,Маріуполь,GCA,Completed,Other,,,0
01-Jan-16,Protection,Crimea SOS,,,Ivano-Frankivska,Івано-Франківськ,GCA,Planned,Legal aid/counseling,02-Jan-16,31-Dec-16,0
01-Jan-16,Protection,Danish Refugee Council,Danish Refugee Council,,Ivano-Frankivska,,GCA,Ongoing,Other,01-Apr-15,31-Dec-15,0
01-Jan-16,Protection,Danish Refugee Council,Danish Refugee Council,,Ivano-Frankivska,,GCA,Ongoing,Other,01-Apr-15,31-Dec-15,0
01-Jan-16,Protection,Danish Refugee Council,Danish Refugee Council,,Ivano-Frankivska,,GCA,Ongoing,Other,01-Apr-15,31-Dec-15,0
01-Jan-16,Protection,Danish Refugee Council,Danish Refugee Council,,Ivano-Frankivska,,GCA,Ongoing,Other,01-Apr-15,31-Dec-15,0
01-Jan-16,Protection,Danish Refugee Council,Danish Refugee Council,,Ivano-Frankivska,,GCA,Ongoing,Other,01-Apr-15,31-Dec-15,0
01-Jan-16,Protection,Danish Refugee Council,Danish Refugee Council,,Ivano-Frankivska,,GCA,Ongoing,Advocacy interventions,01-Apr-15,31-Dec-15,0
01-Jan-16,Protection,Danish Refugee Council,Danish Refugee Council,,Ivano-Frankivska,,GCA,Ongoing,Human rights monitoring and protection monitoring,01-Apr-15,31-Dec-15,0
01-Jan-16,Protection,Right to Protection,Danish Refugee Council,,Ivano-Frankivska,,GCA,Ongoing,Other,,,118
01-Jan-16,Protection,Right to Protection,Danish Refugee Council,,Ivano-Frankivska,,GCA,Ongoing,Legal aid/counseling,,,225
01-Jan-16,Protection,Right to Protection,Danish Refugee Council,,Ivano-Frankivska,,GCA,Ongoing,Human rights monitoring and protection monitoring,,,255
01-Jan-16,Protection,Right to Protection,Danish Refugee Council,,Ivano-Frankivska,,GCA,Ongoing,Other,,,11
01-Jan-16,Protection,Norwegian Refugee Council,,,Kharkivska,Валківський,GCA,Ongoing,Legal aid/counseling,,,3
01-Jan-16,Protection,Norwegian Refugee Council,,,Kharkivska,Великобурлуцький,GCA,Ongoing,Legal aid/counseling,,,1
01-Jan-16,Protection,Norwegian Refugee Council,,,Kharkivska,Вовчанський,GCA,Ongoing,Legal aid/counseling,,,18
01-Jan-16,Protection,Norwegian Refugee Council,,,Kharkivska,Зачепилівський,GCA,Ongoing,Legal aid/counseling,,,1
01-Jan-16,Protection,Norwegian Refugee Council,,,Kharkivska,Зміївський,GCA,Ongoing,Legal aid/counseling,,,10
01-Jan-16,Protection,Norwegian Refugee Council,,,Kharkivska,Золочівський,GCA,Ongoing,Legal aid/counseling,,,17
01-Jan-16,Protection,Norwegian Refugee Council,,,Kharkivska,Балаклійський,GCA,Ongoing,Legal aid/counseling,,,10
01-Jan-16,Protection,Norwegian Refugee Council,,,Kharkivska,Барвінківський,GCA,Ongoing,Legal aid/counseling,,,3
01-Jan-16,Protection,Norwegian Refugee Council,,,Kharkivska,Близнюківський,GCA,Ongoing,Legal aid/counseling,,,0
01-Jan-16,Protection,Norwegian Refugee Council,,,Kharkivska,Богодухівський,GCA,Ongoing,Legal aid/counseling,,,20
01-Jan-16,Protection,Norwegian Refugee Council,,,Kharkivska,Борівський,GCA,Ongoing,Legal aid/counseling,,,0
01-Jan-16,Protection,Norwegian Refugee Council,,,Kharkivska,Чугуївський,GCA,Ongoing,Legal aid/counseling,,,38
01-Jan-16,Protection,Norwegian Refugee Council,,,Kharkivska,Дергачівський,GCA,Ongoing,Legal aid/counseling,,,2
01-Jan-16,Protection,Norwegian Refugee Council,,,Kharkivska,Дворічанський,GCA,Ongoing,Legal aid/counseling,,,0
01-Jan-16,Protection,Norwegian Refugee Council,,,Kharkivska,Ізюмський,GCA,Ongoing,Legal aid/counseling,,,46
01-Jan-16,Protection,Norwegian Refugee Council,,,Kharkivska,Кегичівський,GCA,Ongoing,Legal aid/counseling,,,2
01-Jan-16,Protection,Norwegian Refugee Council,,,Kharkivska,Коломийський,GCA,Ongoing,Legal aid/counseling,,,0
01-Jan-16,Protection,Norwegian Refugee Council,,,Kharkivska,Красноградський,GCA,Ongoing,Legal aid/counseling,,,23
01-Jan-16,Protection,Norwegian Refugee Council,,,Kharkivska,Краснокутський,GCA,Ongoing,Legal aid/counseling,,,2
01-Jan-16,Protection,Norwegian Refugee Council,,,Kharkivska,Куп'янський,GCA,Ongoing,Legal aid/counseling,,,8
01-Jan-16,Protection,Norwegian Refugee Council,,,Kharkivska,Лозова,GCA,Ongoing,Legal aid/counseling,,,27
01-Jan-16,Protection,Norwegian Refugee Council,,,Kharkivska,Нововодолазький,GCA,Ongoing,Legal aid/counseling,,,2
01-Jan-16,Protection,Norwegian Refugee Council,,,Kharkivska,Печенізький,GCA,Ongoing,Legal aid/counseling,,,1
01-Jan-16,Protection,Norwegian Refugee Council,,,Kharkivska,Первомайський,GCA,Ongoing,Legal aid/counseling,,,20
01-Jan-16,Protection,Norwegian Refugee Council,,,Kharkivska,Сахновщинський,GCA,Ongoing,Legal aid/counseling,,,9
01-Jan-16,Protection,Norwegian Refugee Council,,,Kharkivska,Шевченківський,GCA,Ongoing,Legal aid/counseling,,,0
01-Jan-16,Protection,Norwegian Refugee Council,,,Kharkivska,Харківський,GCA,Ongoing,Legal aid/counseling,,,4
01-Jan-16,Protection,Norwegian Refugee Council,,,Kharkivska,Харків,GCA,Ongoing,Legal aid/counseling,,,180
01-Jan-16,Protection,Norwegian Refugee Council,,,Kharkivska,Люботин,GCA,Ongoing,Legal aid/counseling,,,1
01-Jan-16,Protection,Right to Protection,,,Kharkivska,Харківський,GCA,Planned,Legal aid/counseling,02-Jan-16,31-Dec-16,5000
01-Jan-16,Protection,Station Kharkiv,,,Kharkivska,Харківський,GCA,Planned,Legal aid/counseling,02-Jan-16,31-Dec-16,0
01-Jan-16,Protection,Danish Refugee Council,Danish Refugee Council,,Kharkivska,,GCA,Ongoing,Other,01-Apr-15,31-Dec-15,0
01-Jan-16,Protection,Danish Refugee Council,Danish Refugee Council,,Kharkivska,,GCA,Ongoing,Other,01-Apr-15,31-Dec-15,0
01-Jan-16,Protection,Danish Refugee Council,Danish Refugee Council,,Kharkivska,,GCA,Ongoing,Other,01-Apr-15,31-Dec-15,0
01-Jan-16,Protection,Danish Refugee Council,Danish Refugee Council,,Kharkivska,,GCA,Ongoing,Other,01-Apr-15,31-Dec-15,0
01-Jan-16,Protection,Danish Refugee Council,Danish Refugee Council,,Kharkivska,,GCA,Ongoing,Other,01-Apr-15,31-Dec-15,0
01-Jan-16,Protection,Danish Refugee Council,Danish Refugee Council,,Kharkivska,,GCA,Ongoing,Advocacy interventions,01-Apr-15,31-Dec-15,0
01-Jan-16,Protection,Danish Refugee Council,Danish Refugee Council,,Kharkivska,,GCA,Ongoing,Human rights monitoring and protection monitoring,01-Apr-15,31-Dec-15,0
01-Jan-16,Protection,Dorcas Aid International,,,Kharkivska,,GCA,Ongoing,Other,,,0
01-Jan-16,Protection,Goreniye,,,Kharkivska,Чугуївський,GCA,Planned,Other,,,0
01-Jan-16,Protection,Goreniye,,,Kharkivska,Дворічанський,GCA,Planned,Other,,,0
01-Jan-16,Protection,United Nations High Comissioner for Refugees,,,Kyiv,,GCA,Ongoing,Other,,,0
01-Jan-16,Protection,United Nations High Comissioner for Refugees,Crimea SOS,,Kyiv,,GCA,Ongoing,Advocacy interventions,,,0
01-Jan-16,Protection,United Nations High Comissioner for Refugees,,,Kyiv,,GCA,Ongoing,Advocacy interventions,,,0
01-Jan-16,Protection,United Nations High Comissioner for Refugees,,,Kyiv,,GCA,Ongoing,Advocacy interventions,,,0
01-Jan-16,Protection,United Nations High Comissioner for Refugees,Crimea SOS,,Kyiv,,GCA,Ongoing,Human rights monitoring and protection monitoring,,,0
01-Jan-16,Protection,United Nations High Comissioner for Refugees,,,Kyiv,,GCA,Ongoing,Human rights monitoring and protection monitoring,,,0
01-Jan-16,Protection,United Nations High Comissioner for Refugees,Crimea SOS,,Kyiv,,GCA,Ongoing,Support to Durable solutions ,,,0
01-Jan-16,Protection,United Nations High Comissioner for Refugees,Crimea SOS,,Kyiv,,GCA,Ongoing,Support to Durable solutions ,01-Jan-15,01-Dec-15,0
01-Jan-16,Protection,United Nations High Comissioner for Refugees,,,Kyiv,,GCA,Ongoing,Support to Durable solutions ,,,0
01-Jan-16,Protection,Crimea SOS,,,Kyivska,,GCA,Ongoing,Legal aid/counseling,02-Jan-16,31-Dec-16,1280
01-Jan-16,Protection,Norwegian Refugee Council,,,Luhanska,Білокуракинський,GCA,Ongoing,Legal aid/counseling,,,80
01-Jan-16,Protection,Norwegian Refugee Council,,,Luhanska,Біловодський,GCA,Ongoing,Legal aid/counseling,,,43
01-Jan-16,Protection,Norwegian Refugee Council,,,Luhanska,Кремінський,GCA,Ongoing,Legal aid/counseling,,,24
01-Jan-16,Protection,Norwegian Refugee Council,,,Luhanska,Лисичанськ,GCA,Ongoing,Legal aid/counseling,,,132
01-Jan-16,Protection,Norwegian Refugee Council,,,Luhanska,Марківський,GCA,Ongoing,Legal aid/counseling,,,42
01-Jan-16,Protection,Norwegian Refugee Council,,,Luhanska,Міловський,GCA,Ongoing,Legal aid/counseling,,,1
01-Jan-16,Protection,Norwegian Refugee Council,,,Luhanska,Новоайдарський,GCA,Ongoing,Legal aid/counseling,,,52
01-Jan-16,Protection,Norwegian Refugee Council,,,Luhanska,Новопсковський,GCA,Ongoing,Legal aid/counseling,,,95
01-Jan-16,Protection,Norwegian Refugee Council,,,Luhanska,Попаснянський,GCA,Ongoing,Legal aid/counseling,,,343
01-Jan-16,Protection,Norwegian Refugee Council,,,Luhanska,Рубіжне,GCA,Ongoing,Legal aid/counseling,,,27
01-Jan-16,Protection,Norwegian Refugee Council,,,Luhanska,Сєвєродонецьк,GCA,Ongoing,Legal aid/counseling,,,146
