"Day, Month, Year", Oblast,PCODE1,Raion,PCODE2,Urban-type settlement,PCODE3,[Admin4],PCODE4,Latitude,Longitude,Name of school / learning center,Type of school/ learning center,Type of education,Control area,Activity,Status,Activity start date,Activity completion date,Total Beneficiaries,Total ADULT Beneficiaries,Female,Male,Total CHILDREN Beneficiaries,Girls,Boys,Number of ECCD Units,Number of Schools/Kindergartens,Comments
2016-03-01,Luhansk,4400000000,Stаrobilskyi,4425100000,Starobilska,4425110100,,,49.2772581678,38.9106560051,,,,GCA,Capacity building of parents/caregivers,Ongoing,2016-01-01,,101,101,,,0,,,,,
2016-03-11,Kharkiv,6300000000,Khаrkiv,6310100000,Kharkivska,6310100000,,,49.9760938062,36.2673856804,,,,GCA,"Provision of protective, non-formal education inclusive of life-saving messages through catch-up classes, summer camps and other learning opportunities.",Ongoing,2016-01-01,,140,0,,,140,70,70,,,
2016-03-11,Kharkiv,6300000000,Khаrkiv,6310100000,Kharkivska,6310100000,,,49.9760938062,36.2673856804,,,,GCA,"Provision of protective, non-formal education inclusive of life-saving messages through catch-up classes, summer camps and other learning opportunities.",Ongoing,2016-01-01,,40,0,,,40,,,,,
2016-03-11,Kharkiv,6300000000,Khаrkiv,6310100000,Kharkivska,6310100000,,,49.9760938062,36.2673856804,,,,GCA,"Provision of protective, non-formal education inclusive of life-saving messages through catch-up classes, summer camps and other learning opportunities.",Planned,2016-03-16,,40,40,,,0,,,,,
2016-03-11,Kharkiv,6300000000,Krаsnohrаdskyi,6323300000,Krasnohradska,6323310100,,,49.3694208442,35.4486527743,,,,GCA,"Capacity building of teachers on identified priority topics (i.e. PFA, stress management/selfcare, inclusive education, referral systems)",Planned,2016-04-01,,20,20,,,0,,,,,
2016-03-11,Donetsk,1400000000,Mаriupol,1412300000,Mariupolska,1412300000,,,47.1258853282,37.5614121539,,,,GCA,"Provision of protective, non-formal education inclusive of life-saving messages through catch-up classes, summer camps and other learning opportunities.",Planned,2016-04-01,,100,0,,,100,,,,,
2016-03-11,Donetsk,1400000000,Sloviansk,1414100000,Sviatohirska,1414170500,,,49.0402761307,37.5691458448,,,,GCA,"Provision of protective, non-formal education inclusive of life-saving messages through catch-up classes, summer camps and other learning opportunities.",Planned,2016-04-01,,100,0,,,100,,,,,
2016-03-11,Kharkiv,6300000000,Khаrkiv,6310100000,Kharkivska,6310100000,,,49.9760938062,36.2673856804,,,,GCA,"Provision of protective, non-formal education inclusive of life-saving messages through catch-up classes, summer camps and other learning opportunities.",Ongoing,2016-01-01,2016-12-31,550,100,67,33,450,260,190,,,
2016-03-14,Kyiv City,8000000000,Kyiv,8000000000,Kyivska,8000000000,,,50.448392133,30.5475189417,,,,GCA,"Provision of protective, non-formal education inclusive of life-saving messages through catch-up classes, summer camps and other learning opportunities.",Ongoing,2016-01-01,2016-12-31,31,31,24,7,0,,,,,
2016-03-14,Kyiv City,8000000000,Kyiv,8000000000,Kyivska,8000000000,,,50.448392133,30.5475189417,,,,GCA,"Provision of protective, non-formal education inclusive of life-saving messages through catch-up classes, summer camps and other learning opportunities.",Ongoing,2016-01-01,2016-12-31,10,10,6,4,0,,,,,
2016-03-14,Kyiv City,8000000000,Kyiv,8000000000,Kyivska,8000000000,,,50.448392133,30.5475189417,,,,GCA,"Provision of protective, non-formal education inclusive of life-saving messages through catch-up classes, summer camps and other learning opportunities.",Ongoing,2016-01-01,2016-12-31,30,0,,,30,13,17,,,
2016-03-14,Kyiv City,8000000000,Kyiv,8000000000,Kyivska,8000000000,,,50.448392133,30.5475189417,,,,GCA,"Provision of protective, non-formal education inclusive of life-saving messages through catch-up classes, summer camps and other learning opportunities.",Ongoing,2016-01-01,2016-12-31,20,20,15,5,0,,,,,
2016-03-14,Kyiv City,8000000000,Kyiv,8000000000,Kyivska,8000000000,,,50.448392133,30.5475189417,,,,GCA,"Provision of protective, non-formal education inclusive of life-saving messages through catch-up classes, summer camps and other learning opportunities.",Ongoing,2016-01-01,2016-12-31,18,18,14,4,0,,,,,
2016-03-14,Kyiv City,8000000000,Kyiv,8000000000,Kyivska,8000000000,,,50.448392133,30.5475189417,,,,GCA,"Provision of protective, non-formal education inclusive of life-saving messages through catch-up classes, summer camps and other learning opportunities.",Ongoing,2016-01-01,2016-12-31,10,10,10,,0,,,,,
2016-03-14,Kyiv City,8000000000,Kyiv,8000000000,Kyivska,8000000000,,,50.448392133,30.5475189417,,,,GCA,"Provision of protective, non-formal education inclusive of life-saving messages through catch-up classes, summer camps and other learning opportunities.",Ongoing,2016-01-01,2016-12-31,10,10,10,,0,,,,,
2016-03-14,Kyiv City,8000000000,Kyiv,8000000000,Kyivska,8000000000,,,50.448392133,30.5475189417,,,,GCA,"Provision of protective, non-formal education inclusive of life-saving messages through catch-up classes, summer camps and other learning opportunities.",Ongoing,2016-01-01,2016-12-31,17,17,17,,0,,,,,
2016-03-14,Kyiv City,8000000000,Kyiv,8000000000,Kyivska,8000000000,,,50.448392133,30.5475189417,,,,GCA,"Provision of protective, non-formal education inclusive of life-saving messages through catch-up classes, summer camps and other learning opportunities.",Ongoing,2016-01-01,2016-12-31,11,11,11,,0,,,,,
2016-03-14,Kyiv City,8000000000,Kyiv,8000000000,Kyivska,8000000000,,,50.448392133,30.5475189417,,,,GCA,"Provision of protective, non-formal education inclusive of life-saving messages through catch-up classes, summer camps and other learning opportunities.",Ongoing,2016-01-01,2016-12-31,9,9,9,,0,,,,,
2016-03-14,Kyiv City,8000000000,Kyiv,8000000000,Kyivska,8000000000,,,50.448392133,30.5475189417,,,,GCA,"Provision of protective, non-formal education inclusive of life-saving messages through catch-up classes, summer camps and other learning opportunities.",Ongoing,2016-01-01,2016-12-31,6,0,,,6,3,3,,,
2016-03-14,Kyiv City,8000000000,Kyiv,8000000000,Kyivska,8000000000,,,50.448392133,30.5475189417,,,,GCA,"Provision of protective, non-formal education inclusive of life-saving messages through catch-up classes, summer camps and other learning opportunities.",Ongoing,2016-01-01,2016-12-31,20,0,,,20,11,9,,,
2016-03-14,Kyiv City,8000000000,Kyiv,8000000000,Kyivska,8000000000,,,50.448392133,30.5475189417,,,,GCA,"Provision of protective, non-formal education inclusive of life-saving messages through catch-up classes, summer camps and other learning opportunities.",Ongoing,2016-01-01,2016-12-31,12,0,,,12,4,8,,,
2016-03-14,Kyiv City,8000000000,Kyiv,8000000000,Kyivska,8000000000,,,50.448392133,30.5475189417,,,,GCA,"Provision of protective, non-formal education inclusive of life-saving messages through catch-up classes, summer camps and other learning opportunities.",Ongoing,2016-01-01,2016-12-31,24,0,,,24,7,17,,,
2016-03-10,Dnipropetrovsk,1200000000,Mezhivskyi,1222600000,Mezhivska,1222655100,,,48.2550646073,36.7302214786,,,,GCA,"Capacity building of teachers on identified priority topics (i.e. PFA, stress management/selfcare, inclusive education, referral systems )",Completed,2016-02-16,2016-02-16,10,10,10,,0,,,,,Positive parenting
2016-03-10,Zaporizhzhya,2300000000,Zаporizhzhia,2310100000,Zaporizka,2310100000,,,47.8496015005,35.1859553051,,,,GCA,"Capacity building of teachers on identified priority topics (i.e. PFA, stress management/selfcare, inclusive education, referral systems )",Completed,2016-02-10,2016-02-10,15,15,15,,0,,,,,Positive parenting
2016-03-14,Donetsk,1400000000,Avdiivkа,1410200000,Avdiivska,1410200000,,,48.1490206375,37.740981736,,,,GCA,"Capacity building of teachers on identified priority topics (i.e. PFA, stress management/selfcare, inclusive education, referral systems )",Completed,2016-02-25,2016-03-10,25,25,15,10,0,,,2,,Positive parenting
2016-03-14,Donetsk,1400000000,Kostiantynivkа,1412600000,Kostiantynivska,1412600000,,,48.5224208206,37.7014096088,,,,GCA,"Capacity building of teachers on identified priority topics (i.e. PFA, stress management/selfcare, inclusive education, referral systems )",Completed,2016-02-03,2016-02-05,24,24,23,1,0,,,11,,HEART training
2016-03-14,Donetsk,1400000000,Avdiivkа,1410200000,Avdiivska,1410200000,,,48.1490206375,37.740981736,,,,GCA,"Capacity building of teachers on identified priority topics (i.e. PFA, stress management/selfcare, inclusive education, referral systems )",Completed,2016-02-14,2016-02-14,18,18,16,2,0,,,4,,"Inclusion, Child Rights, Child safeguarding session"
2016-03-14,Donetsk,1400000000,Krаmаtorsk,1412900000,Kramatorska,1412900000,,,48.7280010098,37.5642072482,,,,GCA,"Capacity building of teachers on identified priority topics (i.e. PFA, stress management/selfcare, inclusive education, referral systems )",Completed,2016-02-14,2016-02-14,17,17,2,15,0,,,5,,Inter-Agency Network for Education in Emergency session
2016-03-04,Luhansk,4400000000,Sievierodonetsk,4412900000,Sievierodonetska,4412900000,,,48.9464763769,38.4819603866,,,,GCA,Emergency procurement and distribution of equipment to schools.,Completed,2016-03-04,2016-03-04,22,0,,,22,10,12,,,Local charity organization “Children of rainbow” 
2016-04-05,Donetsk,1400000000,Dzerzhynsk,1411200000,Dzerzhynska,1411200000,,,48.3951225438,37.8488754652,,,,GCA,Emergency procurement and distribution of equipment to schools.,Ongoing,2015-04-01,2016-04-30,349,0,,,349,,,,,
2016-04-05,Donetsk,1400000000,Artemivskyi,1420900000,,#N/A,,,,,,,,GCA,Emergency procurement and distribution of equipment to schools.,Ongoing,2015-04-01,2016-04-30,1121,0,,,1121,,,,,
2016-04-05,Donetsk,1400000000,Artemivskyi,1420900000,,#N/A,,,,,,,,GCA,Emergency procurement and distribution of equipment to schools.,Ongoing,2015-04-01,2016-04-30,445,0,,,445,,,,,
2016-04-05,Donetsk,1400000000,Artemivskyi,1420900000,Luhanska,1420955400,,,48.4340200201,38.2502252263,,,,GCA,Emergency procurement and distribution of equipment to schools.,Ongoing,2015-04-01,2016-04-30,62,0,,,62,,,,,
2016-04-05,Luhansk,4400000000,Stаnychno-Luhаnskyi,4424800000,Stanychno-luhanska,4424855100,,,48.6553030781,39.4750546234,,,,GCA,Emergency procurement and distribution of equipment to schools.,Ongoing,2015-04-01,2016-04-30,292,0,,,292,,,,,
2016-04-05,Luhansk,4400000000,Stаnychno-Luhаnskyi,4424800000,Vilkhivska,4424884500,,,48.7327929204,39.575962,,,,GCA,Emergency procurement and distribution of equipment to schools.,Ongoing,2015-04-01,2016-04-30,122,0,,,122,,,,,
2016-04-05,Luhansk,4400000000,Stаnychno-Luhаnskyi,4424800000,Valuiska,4424880500,,,48.6484267346,39.5268924998,,,,GCA,Emergency procurement and distribution of equipment to schools.,Ongoing,2015-04-01,2016-04-30,221,0,,,221,,,,,
2016-04-05,Luhansk,4400000000,Stаnychno-Luhаnskyi,4424800000,,#N/A,,,,,,,,GCA,Emergency procurement and distribution of equipment to schools.,Ongoing,2015-04-01,2016-04-30,78,0,,,78,,,,,
2016-04-05,Luhansk,4400000000,Stаnychno-Luhаnskyi,4424800000,Nyzhnoteplivska,4424883500,,,48.7932748606,39.3505833063,,,,GCA,Emergency procurement and distribution of equipment to schools.,Ongoing,2015-04-01,2016-04-30,125,0,,,125,,,,,
2016-04-05,Luhansk,4400000000,Stаnychno-Luhаnskyi,4424800000,,#N/A,,,,,,,,GCA,Emergency procurement and distribution of equipment to schools.,Ongoing,2015-04-01,2016-04-30,27,0,,,27,,,,,
2016-04-05,Luhansk,4400000000,Slovianoserbskyi,4424500000,Frunzenska,4424556200,,,48.6688516502,38.7464038589,,,,NGCA,Emergency procurement and distribution of equipment to schools.,Ongoing,2015-04-01,2016-04-30,120,0,,,120,,,,,
2016-04-05,Luhansk,4400000000,Krаsnodonskyi,4421400000,Khriashchuvatenska,4421489300,,,48.5147994476,39.4238059998,,,,NGCA,Emergency procurement and distribution of equipment to schools.,Ongoing,2015-04-01,2016-04-30,44,0,,,44,,,,,
2016-04-05,Luhansk,4400000000,Perevаlskyi,4423600000,Komisarivska,4423656100,,,48.38983485,38.5347734208,,,,NGCA,Emergency procurement and distribution of equipment to schools.,Ongoing,2015-04-01,2016-04-30,428,0,,,428,,,,,
2016-04-05,Luhansk,4400000000,Krаsnodonskyi,4421400000,Novosvitlivska,4421456200,,,48.4844923068,39.5149939147,,,,NGCA,Emergency procurement and distribution of equipment to schools.,Ongoing,2015-04-01,2016-04-30,231,0,,,231,,,,,
2016-04-05,Luhansk,4400000000,Pervomаisk,4412100000,Pervomaiska,4412100000,,,48.6245378479,38.5436325597,,,,NGCA,Emergency procurement and distribution of equipment to schools.,Ongoing,2015-04-01,2016-04-30,159,0,,,159,,,,,
2016-04-05,Luhansk,4400000000,Slovianoserbskyi,4424500000,Rodakivska,4424555900,,,48.5550796859,39.0211369173,,,,NGCA,Emergency procurement and distribution of equipment to schools.,Ongoing,2015-04-01,2016-04-30,353,0,,,353,,,,,
2016-04-05,Luhansk,4400000000,Slovianoserbskyi,4424500000,Smilianska,4424584300,,,48.6756599495,38.9163297397,,,,NGCA,Emergency procurement and distribution of equipment to schools.,Ongoing,2015-04-01,2016-04-30,52,0,,,52,,,,,
2016-04-08,Luhansk,4400000000,Popаsnianskyi,4423800000,Troitska,4423885200,,,48.5298515396,38.390059,,,,GCA,Emergency repairs to educational infrastructure inclusive of WASH.,Planned,2016-04-11,2016-08-11,42,16,,,26,,,,,"Troitska school, Insulation repair works"
2016-04-08,Luhansk,4400000000,Pervomаisk,4412100000,Nyzhnenska,4412145400,,,48.7745040015,38.6339227494,,,,NGCA,Emergency repairs to educational infrastructure inclusive of WASH.,Planned,2016-04-11,2016-08-11,48,16,,,32,,,,,"Nyzhnianskaya school, Insulation repair works"
2016-04-08,Luhansk,4400000000,Popаsnianskyi,4423800000,Popasnianska,4423810100,,,48.6299091758,38.3652518748,,,,GCA,Emergency repairs to educational infrastructure inclusive of WASH.,Planned,2016-04-11,2016-08-11,246,45,,,201,,,,,"Popasna kindergarten №2, Insulation repair works"
2016-04-08,Luhansk,4400000000,Stаnychno-Luhаnskyi,4424800000,Petrivska,4424855400,,,48.8039218204,39.2662506715,,,,GCA,Emergency repairs to educational infrastructure inclusive of WASH.,Planned,2016-04-11,2016-08-11,264,46,,,218,,,,,"Petrivska school №2, Insulation repair works"
2016-04-08,Luhansk,4400000000,Stаnychno-Luhаnskyi,4424800000,Stanychno-luhanska,4424855100,,,48.6553030781,39.4750546234,,,,GCA,Emergency repairs to educational infrastructure inclusive of WASH.,Planned,2016-04-11,2016-08-11,137,43,,,94,,,,,"Stanichno Lugansk School №2 and kindergarden №1, Insulation repair works"
2016-04-08,Luhansk,4400000000,Stаnychno-Luhаnskyi,4424800000,Stanychno-luhanska,4424855100,,,48.6553030781,39.4750546234,,,,GCA,Emergency repairs to educational infrastructure inclusive of WASH.,Planned,2016-04-11,2016-08-11,68,26,,,42,,,,,"Stanichno Lugansk kindergarden № 21, Insulation repair works"
2016-04-08,Luhansk,4400000000,Stаnychno-Luhаnskyi,4424800000,Vilkhivska,4424884500,,,48.7327929204,39.575962,,,,GCA,Emergency repairs to educational infrastructure inclusive of WASH.,Planned,2016-04-11,2016-08-11,161,35,,,126,,,,,"Vilkhivska school, Insulation repair works"
2016-04-08,Luhansk,4400000000,Stаnychno-Luhаnskyi,4424800000,Valuiska,4424880500,,,48.6484267346,39.5268924998,,,,GCA,Emergency repairs to educational infrastructure inclusive of WASH.,Planned,2016-04-11,2016-08-11,198,36,,,162,,,,,"Valuiska school №1, Insulation repair works"
2016-04-08,Luhansk,4400000000,Stаnychno-Luhаnskyi,4424800000,Valuiska,4424880500,,,48.6484267346,39.5268924998,,,,GCA,Emergency repairs to educational infrastructure inclusive of WASH.,Planned,2016-04-11,2016-08-11,104,29,,,75,,,,,"Valuiska school №2, Insulation repair works"
2016-03-01,National Level,UA,,#N/A,,#N/A,,,,,,,,GCA,"Provision of protective, non-formal education inclusive of life-saving messages through catch-up classes, summer camps and other learning opportunities.",Ongoing,2015-02-01,2016-08-01,4300,0,,,0,,,,,
2016-03-01,National Level,UA,,#N/A,,#N/A,,,,,,,,GCA,"Provision of protective, non-formal education inclusive of life-saving messages through catch-up classes, summer camps and other learning opportunities.",Completed,2015-08-01,2016-03-01,4675,0,,,0,,,,,
2016-03-01,National Level,UA,,#N/A,,#N/A,,,,,,,,GCA,"Provision of protective, non-formal education inclusive of life-saving messages through catch-up classes, summer camps and other learning opportunities.",Ongoing,2016-02-01,2016-12-31,1220,608,584,24,612,276,336,,,
2016-12-04,Donetsk,1400000000,Krаmаtorsk,1412900000,Kramatorska,1412900000,,,48.7280010098,37.5642072482,,,,GCA,"Capacity building of teachers on identified priority topics (i.e. PFA, stress management/selfcare, inclusive education, referral systems )",Completed,2016-03-14,2016-03-16,15,15,15,,0,,,,,INEE trainig
2016-12-04,Zaporizhzhya,2300000000,Zаporizhzhia,2310100000,Zaporizka,2310100000,,,47.8496015005,35.1859553051,,,,GCA,"Capacity building of teachers on identified priority topics (i.e. PFA, stress management/selfcare, inclusive education, referral systems )",Completed,2016-03-25,2016-03-26,18,18,18,,0,,,,,INEE trainig
2016-12-04,Donetsk,1400000000,Avdiivkа,1410200000,Avdiivska,1410200000,,,48.1490206375,37.740981736,,,,GCA,"Capacity building of teachers on identified priority topics (i.e. PFA, stress management/selfcare, inclusive education, referral systems )",Completed,2016-03-14,2016-03-14,19,19,17,2,0,,,,,"Inclusion, Child Rights, Child safeguarding session"
2016-12-04,Zaporizhzhya,2300000000,Zаporizhzhia,2310100000,Zaporizka,2310100000,,,47.8496015005,35.1859553051,,,,GCA,"Capacity building of teachers on identified priority topics (i.e. PFA, stress management/selfcare, inclusive education, referral systems )",Completed,2016-03-24,2016-03-24,18,18,18,,0,,,,,"Inclusion, Child Rights, Child safeguarding session"
2016-12-04,Donetsk,1400000000,Artemivsk,1410300000,Artemivska,1410300000,,,48.5966205994,37.9946152071,,,,GCA,"Capacity building of teachers on identified priority topics (i.e. PFA, stress management/selfcare, inclusive education, referral systems )",Completed,2016-03-26,2016-03-27,36,36,35,1,0,,,,,Multigrade teaching training
2016-12-04,Donetsk,1400000000,Artemivsk,1410300000,Artemivska,1410300000,,,48.5966205994,37.9946152071,,,,GCA,"Provision of protective, non-formal education inclusive of life-saving messages through catch-up classes, summer camps and other learning opportunities.",Ongoing,2016-03-25,2016-05-31,543,0,,,543,272,271,,,HEARTprogramme
2016-12-04,Donetsk,1400000000,Kostiantynivkа,1412600000,Kostiantynivska,1412600000,,,48.5224208206,37.7014096088,,,,GCA,"Provision of protective, non-formal education inclusive of life-saving messages through catch-up classes, summer camps and other learning opportunities.",Ongoing,2016-03-26,2016-05-31,652,0,,,652,327,325,,,HEART programme
2016-12-05,Donetsk,1400000000,Artemivsk,1410300000,Artemivska,1410300000,,,48.5966205994,37.9946152071,,,,GCA,"Provision of protective, non-formal education inclusive of life-saving messages through catch-up classes, summer camps and other learning opportunities.",Ongoing,2016-03-01,,288,0,,,288,145,143,,,Catch up classes
2016-12-06,Zaporizhzhya,2300000000,Zаporizhzhia,2310100000,Zaporizka,2310100000,,,47.8496015005,35.1859553051,,,,GCA,Capacity building of parents/caregivers,Completed,2016-03-01,2016-03-31,100,100,100,,0,,,,,Positive parenting
2016-12-06,Dnipropetrovsk,1200000000,Mezhivskyi,1222600000,Mezhivska,1222655100,,,48.2550646073,36.7302214786,,,,GCA,Capacity building of parents/caregivers,Completed,2016-03-01,2016-03-31,75,75,75,,0,,,,,Positive parenting
